ID,Prob_DAE
99900125,0.0010008072
99900126,0.004592697
99900127,3.78882e-14
99900128,1.5581131e-08
99900129,2.6286038e-09
99900130,8.413519e-06
99900131,0.0070755673
99900132,1.4724819e-05
99900133,1.0
99900134,1.0291751e-05
99900135,1.0
99900136,0.37272093
99900137,0.9975562
99900138,0.018063232
99900139,1.0
99900140,0.0012692388
99900141,5.7261345e-06
99900142,0.9999999
99900143,9.602639e-10
99900144,5.8116505e-08
99900145,0.00016875248
99900146,0.88983613
99900147,1.0
99900148,1.0
99900149,0.9999994
99900150,1.0
99900151,0.99998665
99900152,4.483965e-05
99900153,1.0
99900154,4.929676e-09
99900155,0.00019561408
99900156,0.0062804315
99900157,0.9999553
99900158,1.8679659e-06
99900159,0.22049499
99900160,0.99999976
99900161,0.0153166065
99900162,1.0
99900163,2.7341725e-06
99900164,1.7391712e-05
99900165,1.0
99900166,1.0
99900167,0.00086086005
99900168,1.0
99900169,0.99999475
99900170,0.99999154
99900171,0.745613
99900172,1.0
99900173,5.2305704e-06
99900174,0.35803327
99900175,1.0
99900176,4.636426e-10
99900177,5.212879e-07
99900178,8.984706e-08
99900179,1.2724788e-05
99900180,1.0
99900181,1.0
99900182,0.99999976
99900183,1.0
99900184,9.857306e-09
99900185,1.8848818e-08
99900186,1.02149726e-10
99900187,1.0
99900188,4.540018e-06
99900189,1.0
99900190,0.9988417
99900191,5.377636e-07
99900192,1.1024047e-05
99900193,0.99999714
99900194,0.00020802129
99900195,0.005752297
99900196,0.25591353
99900197,1.0
99900198,0.09071866
99900199,1.0
99900200,0.15260753
99900201,0.9999999
99900202,1.0
99900203,1.3238781e-07
99900204,1.0
99900205,3.3611468e-05
99900206,1.0
99900207,3.254074e-07
99900208,0.9999999
99900209,1.0
99900210,1.1968629e-07
99900211,4.5482676e-07
99900212,1.0
99900213,0.9999999
99900214,0.9999999
99900215,2.2578458e-07
99900216,1.0
99900217,0.98591226
99900218,0.05582485
99900219,1.9308102e-06
99900220,0.0005864671
99900221,1.633981e-05
99900222,0.9988789
99900223,1.0
99900224,1.2570589e-08
99900225,0.998538
99900226,0.7125837
99900227,0.9999976
99900228,0.8585839
99900229,0.10053017
99900230,0.4208989
99900231,0.99994373
99900232,1.0
99900233,0.99983895
99900234,0.36576015
99900235,3.3033793e-05
99900236,0.9995968
99900237,1.0
99900238,0.9999999
99900239,0.005114074
99900240,1.0
99900241,5.513802e-06
99900242,0.0059753377
99900243,6.445312e-09
99900244,0.9999696
99900245,1.0
99900246,1.4390913e-07
99900247,1.0
99900248,0.99999666
99900249,1.0
99900250,1.0
99900251,0.0025252886
99900252,1.0
99900253,0.04779479
99900254,2.7821965e-08
99900255,0.0010070303
99900256,1.063477e-05
99900257,0.00021777685
99900258,0.9996486
99900259,0.9172103
99900260,1.8459295e-09
99900261,0.0013137494
99900262,6.038645e-11
99900263,6.0450554e-07
99900264,1.4768997e-07
99900265,1.0
99900266,0.0021761337
99900267,2.859206e-09
99900268,1.0
99900269,1.8556419e-06
99900270,1.0
99900271,0.99012333
99900272,0.9999994
99900273,1.0
99900274,9.921732e-07
99900275,1.581398e-06
99900276,0.26756802
99900277,0.00035157532
99900278,1.0
99900279,6.711879e-06
99900280,1.0
99900281,1.0
99900282,1.0
99900283,0.07506084
99900284,0.0049568564
99900285,0.9221196
99900286,1.0
99900287,4.944179e-08
99900288,0.99983466
99900289,0.30626833
99900290,0.21972914
99900291,0.9999949
99900292,1.0
99900293,0.0015686749
99900294,0.0005652323
99900295,0.9999746
99900296,0.9999883
99900297,1.1658463e-07
99900298,0.99999785
99900299,0.9999994
99900300,0.9999994
99900301,0.014584854
99900302,6.194845e-06
99900303,0.00013850426
99900304,1.0
99900305,0.07967485
99900306,1.0
99900307,8.395437e-06
99900308,1.2045629e-12
99900309,2.8346854e-08
99900310,0.99827754
99900311,0.0035517868
99900312,1.0
99900313,0.16470616
99900314,1.0
99900315,0.9999999
99900316,1.3425005e-05
99900317,0.7329219
99900318,0.6918423
99900319,0.0011059284
99900320,0.004383681
99900321,1.0
99900322,0.9999999
99900323,0.99993193
99900324,0.34310657
99900325,0.00017498393
99900326,6.2365837e-07
99900327,0.99360317
99900328,2.4465598e-07
99900329,1.0
99900330,1.0
99900331,0.3865662
99900332,0.008715029
99900333,0.0002013024
99900334,0.007850423
99900335,1.0
99900336,0.08025993
99900337,1.0
99900338,7.312806e-09
99900339,0.028978128
99900340,1.8098888e-06
99900341,0.36656335
99900342,0.00022731346
99900343,1.0
99900344,1.0
99900345,0.00027982975
99900346,0.0009980501
99900347,3.7915213e-06
99900348,0.89762664
99900349,0.9999988
99900350,0.9941713
99900351,0.58027923
99900352,0.0011876934
99900353,0.9999995
99900354,0.9834488
99900355,0.0028016954
99900356,8.962336e-08
99900357,0.99950266
99900358,1.0
99900359,1.0
99900360,1.0
99900361,5.9814703e-10
99900362,0.29014784
99900363,1.0
99900364,1.0
99900365,0.19668417
99900366,0.99999976
99900367,1.0
99900368,1.0
99900369,0.00042459002
99900370,1.0
99900371,0.16898338
99900372,0.9999987
99900373,4.1416337e-09
99900374,4.5644047e-05
99900375,1.5545693e-11
99900376,1.5307176e-09
99900377,0.88445044
99900378,0.36655438
99900379,1.0
99900380,0.0027927281
99900381,6.446458e-08
99900382,6.640715e-05
99900383,0.013582949
99900384,3.592097e-11
99900385,1.0
99900386,0.0065277605
99900387,1.08970255e-08
99900388,0.00035375176
99900389,6.369461e-11
99900390,0.99844605
99900391,2.075653e-08
99900392,6.667754e-05
99900393,0.00075661705
99900394,0.010577608
99900395,1.5887991e-07
99900396,1.0
99900397,0.9999993
99900398,0.11157647
99900399,0.32416925
99900400,0.7858041
99900401,0.77657026
99900402,0.9999846
99900403,6.8280503e-12
99900404,0.999933
99900405,0.98272187
99900406,0.00042437072
99900407,0.23736821
99900408,0.19497699
99900409,0.19324234
99900410,0.60597986
99900411,1.0
99900412,0.028397143
99900413,0.0026327393
99900414,0.99906176
99900415,0.0002793345
99900416,0.00013897881
99900417,0.9999546
99900418,0.9999999
99900419,1.0
99900420,1.0
99900421,1.0
99900422,6.261415e-06
99900423,0.85493815
99900424,0.9999682
99900425,1.0
99900426,1.0
99900427,0.0028503216
99900428,0.9529568
99900429,0.008556668
99900430,0.9999931
99900431,0.036945086
99900432,1.0
99900433,1.0
99900434,9.568345e-09
99900435,0.9999968
99900436,0.99127454
99900437,1.8635853e-06
99900438,2.819302e-06
99900439,0.91942245
99900440,0.000121308934
99900441,0.0012834503
99900442,1.0
99900443,0.99999964
99900444,9.620217e-05
99900445,1.0
99900446,0.00045024735
99900447,0.9999989
99900448,0.99987555
99900449,1.0
99900450,0.00032605973
99900451,9.426783e-06
99900452,1.1672658e-05
99900453,0.9999999
99900454,1.0
99900455,0.015861006
99900456,1.0
99900457,1.0
99900458,1.1350409e-08
99900459,0.5681167
99900460,1.0
99900461,9.903943e-05
99900462,5.089592e-06
99900463,0.00041637124
99900464,0.029009635
99900465,1.0
99900466,3.384845e-06
99900467,0.0014039637
99900468,1.4420203e-07
99900469,6.0060203e-12
99900470,0.0055556362
99900471,0.9999988
99900472,0.9989385
99900473,0.99999976
99900474,0.1737389
99900475,1.0
99900476,1.0
99900477,4.3936184e-13
99900478,1.0
99900479,0.0009790508
99900480,1.0
99900481,0.98240745
99900482,2.85292e-05
99900483,0.99999833
99900484,0.99999857
99900485,0.99999905
99900486,0.99999917
99900487,0.009187619
99900488,0.0001364941
99900489,0.009595127
99900490,0.030340066
99900491,0.99858046
99900492,0.99999905
99900493,6.2123587e-07
99900494,1.0
99900495,0.99990404
99900496,0.4721963
99900497,1.0
99900498,1.0
99900499,0.6571317
99900500,0.9867425
99900501,0.9968051
99900502,1.0
99900503,0.1772567
99900504,0.9997571
99900505,1.0
99900506,1.0
99900507,0.99999976
99900508,0.22549623
99900509,1.0
99900510,1.0
99900511,1.0
99900512,0.0023827269
99900513,0.99999726
99900514,1.0
99900515,1.0
99900516,1.0
99900517,7.512632e-05
99900518,0.9996081
99900519,0.042716924
99900520,1.3395374e-05
99900521,0.8301476
99900522,0.9999981
99900523,0.99999857
99900524,5.1205838e-11
99900525,0.0003920941
99900526,0.9999994
99900527,0.0011117544
99900528,2.12261e-05
99900529,1.0
99900530,1.0
99900531,1.4412697e-11
99900532,0.99535686
99900533,0.3185389
99900534,0.5039683
99900535,0.9999956
99900536,0.9985783
99900537,1.0
99900538,0.99592954
99900539,0.9999958
99900540,1.0
99900541,1.0
99900542,0.0023577756
99900543,0.063309394
99900544,6.0482034e-06
99900545,0.0012176649
99900546,1.0
99900547,0.10883425
99900548,0.00014630344
99900549,4.1163175e-15
99900550,6.037582e-06
99900551,1.106101e-06
99900552,0.0027093145
99900553,0.008464992
99900554,1.826075e-06
99900555,1.0
99900556,1.0
99900557,4.7482383e-11
99900558,0.6843163
99900559,0.12600741
99900560,0.9370961
99900561,0.9978848
99900562,1.514539e-05
99900563,1.0
99900564,1.0
99900565,0.99999475
99900566,3.8960712e-05
99900567,1.0
99900568,0.9766377
99900569,0.00018994295
99900570,1.0
99900571,5.5915574e-05
99900572,1.0
99900573,0.99999976
99900574,0.99999094
99900575,1.0
99900576,1.0
99900577,1.0
99900578,0.0030300007
99900579,0.9999999
99900580,1.0
99900581,1.0
99900582,1.0
99900583,4.50934e-12
99900584,1.462462e-07
99900585,0.99997294
99900586,5.3332833e-08
99900587,0.99977726
99900588,0.9999846
99900589,0.78733796
99900590,5.9496287e-08
99900591,0.99999917
99900592,1.0
99900593,0.9999994
99900594,1.0
99900595,1.0
99900596,1.0
99900597,0.015735721
99900598,0.00015618179
99900599,6.6967953e-10
99900600,1.0
99900601,1.4651244e-09
99900602,1.0
99900603,1.0
99900604,0.9996798
99900605,0.00011668489
99900606,1.0
99900607,1.0
99900608,1.0
99900609,4.8677517e-11
99900610,0.0023717913
99900611,0.0005571866
99900612,1.3048152e-05
99900613,1.0
99900614,0.9128586
99900615,1.0
99900616,0.8701971
99900617,1.0
99900618,0.9999949
99900619,7.396917e-06
99900620,0.24181442
99900621,0.00044351385
99900622,0.0049873097
99900623,3.6246597e-10
99900624,0.14901403
99900625,1.0
99900626,0.0011696891
99900627,1.0
99900628,1.0
99900629,0.9999999
99900630,0.0017988492
99900631,6.403566e-08
99900632,2.6300919e-05
99900633,0.00037989466
99900634,1.0
99900635,0.99998474
99900636,0.99998045
99900637,1.0
99900638,1.0
99900639,6.6571887e-10
99900640,1.0
99900641,3.6931336e-10
99900642,1.0
99900643,1.0598159e-09
99900644,6.6775357e-07
99900645,1.0
99900646,0.9045358
99900647,1.0
99900648,1.0
99900649,0.010129412
99900650,1.0
99900651,1.0
99900652,1.0
99900653,0.9937738
99900654,4.5614374e-14
99900655,6.9470394e-09
99900656,0.99999917
99900657,0.9999999
99900658,0.00017117511
99900659,1.0
99900660,0.4538296
99900661,0.0012069719
99900662,9.069716e-05
99900663,2.9708812e-07
99900664,0.99993443
99900665,0.9999999
99900666,0.9978671
99900667,0.99999774
99900668,0.9999989
99900669,0.0644888
99900670,0.112008035
99900671,1.0
99900672,1.16250956e-08
99900673,5.3703647e-05
99900674,2.1027368e-05
99900675,0.99999976
99900676,1.2551165e-07
99900677,1.0
99900678,1.0
99900679,0.99971825
99900680,2.7378823e-08
99900681,8.512233e-05
99900682,3.1779624e-08
99900683,0.2748151
99900684,0.87142926
99900685,1.0
99900686,1.1822507e-06
99900687,1.0
99900688,1.0
99900689,0.0002701552
99900690,2.9379464e-08
99900691,1.0
99900692,0.9999995
99900693,5.0976057e-11
99900694,1.0
99900695,1.0
99900696,1.0
99900697,0.9997029
99900698,0.99951184
99900699,0.0067340536
99900700,1.0
99900701,1.0
99900702,0.0051654642
99900703,2.9685664e-06
99900704,0.9999989
99900705,0.024190461
99900706,1.0
99900707,0.050723776
99900708,0.9987264
99900709,0.9999876
99900710,1.0
99900711,3.252471e-05
99900712,1.0
99900713,0.00037416944
99900714,3.165758e-05
99900715,1.0
99900716,0.99999976
99900717,0.025060926
99900718,1.699756e-05
99900719,1.0
99900720,1.0
99900721,1.0
99900722,1.0
99900723,1.0
99900724,0.9999993
99900725,1.0
99900726,0.17252633
99900727,1.0
99900728,7.101106e-08
99900729,0.9999578
99900730,0.00040702856
99900731,0.4505331
99900732,7.59144e-06
99900733,1.0
99900734,1.0
99900735,1.0
99900736,0.9991468
99900737,0.00013898
99900738,9.77496e-10
99900739,0.94031245
99900740,0.0006593761
99900741,1.0
99900742,1.0
99900743,2.4483424e-10
99900744,1.0
99900745,1.0
99900746,1.0
99900747,0.0027986597
99900748,0.9999981
99900749,0.9928924
99900750,0.0011366025
99900751,0.9998702
99900752,1.0
99900753,0.9338848
99900754,4.4581273e-07
99900755,1.0
99900756,1.0
99900757,1.0
99900758,1.0
99900759,1.0
99900760,0.002420883
99900761,1.0
99900762,0.99745303
99900763,1.4887376e-06
99900764,0.9970074
99900765,1.0
99900766,7.403253e-05
99900767,0.00095513614
99900768,3.8387466e-06
99900769,0.9999999
99900770,0.99999917
99900771,0.99990726
99900772,0.23040168
99900773,1.0
99900774,1.0
99900775,1.0
99900776,2.1565786e-05
99900777,0.00012751977
99900778,0.0026765168
99900779,0.15534124
99900780,2.5898976e-11
99900781,0.00013151285
99900782,0.015435926
99900783,0.99999857
99900784,1.0
99900785,0.00015858494
99900786,0.99999475
99900787,0.99999917
99900788,1.0
99900789,3.87344e-07
99900790,1.0
99900791,1.0
99900792,3.5180904e-07
99900793,3.248654e-07
99900794,6.495946e-10
99900795,5.673224e-07
99900796,0.00032102127
99900797,9.202103e-09
99900798,0.00012868314
99900799,0.0004625747
99900800,2.465391e-07
99900801,0.009003058
99900802,1.0
99900803,1.0
99900804,0.9999999
99900805,0.099680714
99900806,1.6412149e-09
99900807,1.0
99900808,1.0
99900809,0.018386655
99900810,0.00041335274
99900811,0.06086485
99900812,0.9959836
99900813,0.99996996
99900814,0.84373134
99900815,0.99999285
99900816,0.9213663
99900817,0.16891396
99900818,1.0
99900819,0.9999999
99900820,1.0
99900821,8.004983e-06
99900822,0.99999607
99900823,1.0
99900824,7.476362e-06
99900825,2.4443443e-07
99900826,1.0
99900827,1.0
99900828,0.0018750555
99900829,0.0034636357
99900830,0.032299567
99900831,1.1347873e-05
99900832,0.00027970038
99900833,1.0
99900834,0.035758592
99900835,0.00012414709
99900836,1.0
99900837,1.0
99900838,6.722308e-05
99900839,2.7257295e-06
99900840,0.25828108
99900841,0.9846198
99900842,0.005487754
99900843,0.08441373
99900844,0.00013634775
99900845,0.9999708
99900846,4.8606278e-05
99900847,0.16998276
99900848,8.132632e-06
99900849,0.0001914501
99900850,0.9995553
99900851,0.99999404
99900852,0.9474
99900853,0.9990165
99900854,0.5871286
99900855,1.0
99900856,0.9999893
99900857,1.0
99900858,0.05671294
99900859,0.9402816
99900860,1.0
99900861,1.0
99900862,0.00037872457
99900863,1.0
99900864,0.99999917
99900865,3.6210146e-08
99900866,0.26441658
99900867,0.00053617597
99900868,4.2495347e-05
99900869,0.9999951
99900870,0.0010830403
99900871,1.3716955e-05
99900872,1.6638405e-05
99900873,0.01902146
99900874,0.9997737
99900875,0.99999535
99900876,0.0015661132
99900877,1.0
99900878,0.99945027
99900879,0.99991536
99900880,0.99997115
99900881,3.8112913e-09
99900882,4.3586195e-07
99900883,0.9999999
99900884,1.0
99900885,0.008456715
99900886,1.0294755e-05
99900887,0.9999999
99900888,1.2351458e-08
99900889,0.8980004
99900890,0.025695503
99900891,1.0
99900892,2.4682487e-08
99900893,1.0
99900894,1.0
99900895,1.6685405e-08
99900896,0.0073059066
99900897,2.7793683e-05
99900898,6.14358e-05
99900899,1.0
99900900,0.0135701895
99900901,1.0
99900902,1.0
99900903,1.0
99900904,0.27960104
99900905,0.03403608
99900906,0.9999664
99900907,0.00012579982
99900908,0.17982803
99900909,3.883093e-06
99900910,0.001455144
99900911,1.8930659e-06
99900912,0.07161681
99900913,0.9999951
99900914,0.15952858
99900915,1.0
99900916,0.4984161
99900917,1.0
99900918,1.0
99900919,9.267319e-07
99900920,0.9968712
99900921,1.0
99900922,1.0
99900923,0.65857476
99900924,4.28625e-06
99900925,0.9966959
99900926,0.9999999
99900927,0.9994137
99900928,3.2934817e-09
99900929,0.57015014
99900930,1.0
99900931,6.5744534e-05
99900932,0.9999999
99900933,0.2255869
99900934,0.0051445165
99900935,0.0068206233
99900936,0.99918026
99900937,0.9990639
99900938,0.0001469798
99900939,1.0
99900940,5.903513e-10
99900941,0.0008505357
99900942,0.9999044
99900943,1.0
99900944,0.41097724
99900945,1.8881725e-06
99900946,0.9964998
99900947,0.00015273382
99900948,0.99655885
99900949,0.00016906751
99900950,1.0
99900951,0.0026326415
99900952,1.0
99900953,0.9999913
99900954,0.9320927
99900955,0.012519759
99900956,1.0
99900957,1.0
99900958,8.297494e-06
99900959,1.0
99900960,2.690915e-08
99900961,0.99998903
99900962,0.00019411652
99900963,1.0
99900964,0.99749494
99900965,1.5187271e-06
99900966,0.9999999
99900967,3.8831269e-07
99900968,2.5313963e-07
99900969,0.00012361044
99900970,0.13220222
99900971,0.2921319
99900972,0.07335822
99900973,1.0
99900974,0.9667662
99900975,1.1661148e-06
99900976,0.0002472753
99900977,0.00056040706
99900978,1.0
99900979,0.31692138
99900980,1.1630613e-09
99900981,0.9967069
99900982,0.022015883
99900983,0.9999999
99900984,1.0
99900985,0.9999999
99900986,2.6052208e-08
99900987,2.6466352e-05
99900988,1.0
99900989,0.9975769
99900990,0.99999595
99900991,1.0
99900992,0.0014776685
99900993,0.9923591
99900994,0.9999995
99900995,2.83089e-07
99900996,0.99090075
99900997,0.039250523
99900998,5.889146e-06
99900999,0.03857871
99901000,0.99995315
99901001,1.9654008e-06
99901002,0.9999988
99901003,0.99998677
99901004,0.99987113
99901005,1.0
99901006,1.0
99901007,1.0
99901008,3.4433378e-10
99901009,5.584992e-08
99901010,1.7613624e-05
99901011,1.0
99901012,1.0
99901013,1.0
99901014,2.9131323e-08
99901015,0.9999969
99901016,1.0
99901017,1.0
99901018,0.88906026
99901019,1.0
99901020,1.0
99901021,0.9999968
99901022,1.0
99901023,2.2625743e-08
99901024,3.2005424e-05
99901025,6.2062218e-06
99901026,0.99999976
99901027,1.0
99901028,1.0
99901029,0.00028914405
99901030,1.0
99901031,0.000517693
99901032,1.0
99901033,1.36603785e-05
99901034,1.0
99901035,1.0
99901036,0.9908568
99901037,0.0007919212
99901038,0.9999999
99901039,0.0008532672
99901040,0.99593604
99901041,0.21538721
99901042,1.4914113e-08
99901043,1.0
99901044,1.0
99901045,2.9724317e-05
99901046,0.00016937198
99901047,0.99701273
99901048,4.957092e-10
99901049,1.0
99901050,0.069178335
99901051,1.1239176e-09
99901052,1.0
99901053,1.0
99901054,1.0
99901055,1.0
99901056,1.0
99901057,0.15647687
99901058,1.0
99901059,1.0
99901060,1.0
99901061,1.0
99901062,1.0
99901063,0.5044501
99901064,0.9999914
99901065,3.500514e-06
99901066,0.002334674
99901067,4.521067e-05
99901068,7.719079e-08
99901069,1.0
99901070,1.0
99901071,0.02985248
99901072,1.0
99901073,0.99999964
99901074,0.31850612
99901075,0.99998593
99901076,0.7410864
99901077,2.5200443e-06
99901078,1.0
99901079,1.0
99901080,0.9999864
99901081,8.458298e-06
99901082,0.0054888185
99901083,2.88273e-07
99901084,8.053518e-05
99901085,1.0
99901086,1.0
99901087,0.0012921896
99901088,4.7463554e-11
99901089,1.0
99901090,2.5342058e-06
99901091,3.8295614e-08
99901092,0.32658216
99901093,1.0
99901094,1.0
99901095,0.00010540092
99901096,0.00018855873
99901097,1.0
99901098,0.9999999
99901099,0.999997
99901100,0.9999931
99901101,1.0
99901102,0.6277853
99901103,0.0071903905
99901104,0.0017256778
99901105,0.9999919
99901106,5.1363376e-09
99901107,9.964718e-06
99901108,0.9999995
99901109,0.9999044
99901110,1.3257568e-07
99901111,0.99999964
99901112,1.0
99901113,1.0
99901114,0.9999982
99901115,1.0
99901116,1.9079207e-06
99901117,1.0
99901118,0.9588253
99901119,0.0021494422
99901120,1.0
99901121,0.9520498
99901122,2.733299e-07
99901123,1.0
99901124,3.1981013e-08
99901125,1.0
99901126,1.0
99901127,1.0
99901128,6.1001642e-06
99901129,1.13578956e-07
99901130,0.9970317
99901131,1.0
99901132,4.800916e-05
99901133,1.0
99901134,1.0
99901135,0.9987841
99901136,0.99999964
99901137,0.15603547
99901138,0.99999654
99901139,7.4424725e-06
99901140,0.016487425
99901141,0.9999999
99901142,0.83223456
99901143,0.39650932
99901144,0.9151438
99901145,0.018197136
99901146,1.0
99901147,8.2963487e-07
99901148,0.0031045882
99901149,1.0
99901150,1.0
99901151,1.0
99901152,1.0
99901153,4.238369e-05
99901154,0.9999484
99901155,5.4969732e-05
99901156,0.008146669
99901157,9.4240846e-08
99901158,1.0
99901159,0.0007529642
99901160,1.0
99901161,0.59003025
99901162,6.755337e-09
99901163,0.9999937
99901164,3.5651153e-06
99901165,1.0
99901166,0.007874125
99901167,1.0
99901168,0.9858106
99901169,0.89963686
99901170,0.053402774
99901171,7.951671e-10
99901172,1.0
99901173,0.9999578
99901174,1.0
99901175,9.80069e-07
99901176,1.0
99901177,0.9936633
99901178,0.9582482
99901179,0.9999993
99901180,0.00026453
99901181,7.912824e-07
99901182,0.9987011
99901183,1.0
99901184,0.99912757
99901185,1.0
99901186,2.603145e-06
99901187,1.0
99901188,1.0
99901189,5.495364e-08
99901190,0.00038053445
99901191,1.9857904e-07
99901192,1.0
99901193,0.17810652
99901194,1.0
99901195,1.0
99901196,0.99965394
99901197,1.0
99901198,6.71247e-11
99901199,1.0
99901200,1.0
99901201,1.0
99901202,0.24815805
99901203,1.0
99901204,0.0998184
99901205,1.0
99901206,7.3716574e-06
99901207,0.00035548877
99901208,0.37268758
99901209,0.9976695
99901210,9.2837577e-10
99901211,0.06646362
99901212,1.7804498e-06
99901213,1.0
99901214,1.0
99901215,0.9999689
99901216,1.0
99901217,3.3992424e-07
99901218,1.0
99901219,1.3189248e-06
99901220,1.0
99901221,0.00014006975
99901222,0.29937565
99901223,1.0
99901224,5.3361555e-06
99901225,1.0
99901226,0.065672874
99901227,1.0
99901228,0.99999905
99901229,1.0
99901230,0.9974322
99901231,1.0
99901232,0.99855345
99901233,8.356876e-08
99901234,1.5811094e-05
99901235,5.4615157e-05
99901236,1.0
99901237,0.9999932
99901238,9.708892e-05
99901239,0.99999964
99901240,0.00042775826
99901241,1.0
99901242,4.799509e-06
99901243,0.9999999
99901244,0.00042177946
99901245,0.0002922166
99901246,0.000101735524
99901247,0.0017064176
99901248,0.9999461
99901249,0.0016400643
99901250,1.0
99901251,1.0
99901252,0.99981385
99901253,0.024292672
99901254,1.0
99901255,0.7707787
99901256,0.9999999
99901257,0.9953695
99901258,1.2365004e-07
99901259,2.9953692e-06
99901260,0.99999905
99901261,1.0
99901262,1.0
99901263,1.0
99901264,1.0
99901265,0.004374108
99901266,6.2176905e-06
99901267,1.0
99901268,1.0
99901269,3.1297536e-09
99901270,9.757914e-10
99901271,0.562923
99901272,9.054946e-09
99901273,0.8955482
99901274,0.0018043048
99901275,0.02992064
99901276,0.7552605
99901277,1.0
99901278,0.85099524
99901279,1.9392203e-09
99901280,0.0020038194
99901281,1.0
99901282,1.0
99901283,1.0
99901284,7.807425e-06
99901285,0.026318884
99901286,0.9999999
99901287,1.3930326e-09
99901288,0.99999964
99901289,0.98500973
99901290,1.0
99901291,1.0
99901292,1.0
99901293,0.08678729
99901294,0.00042647854
99901295,1.0
99901296,2.949265e-08
99901297,0.99992156
99901298,0.41698396
99901299,4.119095e-09
99901300,1.4266959e-09
99901301,1.0
99901302,1.0
99901303,0.9987802
99901304,0.99949586
99901305,0.9999963
99901306,1.0
99901307,0.032960806
99901308,1.0
99901309,0.09857249
99901310,0.614324
99901311,0.0066677877
99901312,0.41983858
99901313,1.0
99901314,1.0
99901315,0.00010123395
99901316,0.99958223
99901317,0.00022611163
99901318,1.0
99901319,0.3345406
99901320,1.0
99901321,1.0
99901322,0.0006259224
99901323,1.0
99901324,0.1877476
99901325,0.0010729393
99901326,2.00649e-10
99901327,1.0
99901328,1.0
99901329,0.04039697
99901330,0.0027447296
99901331,1.0
99901332,0.99999964
99901333,6.887841e-07
99901334,0.99971646
99901335,5.076105e-05
99901336,0.4988193
99901337,7.92499e-07
99901338,8.8505396e-07
99901339,0.00011908
99901340,0.9977812
99901341,0.99962854
99901342,0.9999019
99901343,0.9240047
99901344,6.7911187e-06
99901345,1.0
99901346,1.0
99901347,2.003583e-05
99901348,1.0
99901349,0.9927135
99901350,1.0
99901351,0.99999964
99901352,1.0
99901353,1.0
99901354,3.9036777e-08
99901355,0.99998367
99901356,0.0044151535
99901357,6.8350026e-10
99901358,0.33847857
99901359,1.0
99901360,0.064802356
99901361,0.9997074
99901362,1.0
99901363,1.0
99901364,0.012590063
99901365,1.0
99901366,1.0
99901367,2.4267447e-05
99901368,2.4362682e-05
99901369,0.9999727
99901370,6.3389202e-06
99901371,6.115062e-11
99901372,0.030789874
99901373,0.9999229
99901374,0.9999994
99901375,0.062493533
99901376,1.0
99901377,1.2785801e-08
99901378,1.0
99901379,2.6997168e-06
99901380,1.0
99901381,0.9684115
